cand_id,cmte_id,cycle,total,count,support_oppose_indicator,candidate_id,committee_id,candidate_name,committee_name
P80000722,C00483883,2020,14095.30,2,S,P80000722,C00483883,"BIDEN, JOSEPH R JR",RETIRED AMERICANS PAC
P80000722,C00483891,2020,15000.00,1,S,P80000722,C00483891,"BIDEN, JOSEPH R JR",AEE ACTION FUND
P80000722,C00486845,2020,7171109.59,54,S,P80000722,C00486845,"BIDEN, JOSEPH R JR",LCV VICTORY FUND
P80000722,C00487470,2020,10644937.43,89,O,P80000722,C00487470,"BIDEN, JOSEPH R JR",CLUB FOR GROWTH ACTION
P80000722,C00488486,2020,66390.20,4,S,P80000722,C00488486,"BIDEN, JOSEPH R JR",COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES
P80000722,C00489799,2020,2953809.98,123,S,P80000722,C00489799,"BIDEN, JOSEPH R JR",PLANNED PARENTHOOD VOTES
P80000722,C00489815,2020,8120.00,2,S,P80000722,C00489815,"BIDEN, JOSEPH R JR",NEA ADVOCACY FUND
P80000722,C00490375,2020,379075.38,8,S,P80000722,C00490375,"BIDEN, JOSEPH R JR",NATIONAL NURSES UNITED FOR PATIENT PROTECTION
P80000722,C00492140,2020,40000.00,1,S,P80000722,C00492140,"BIDEN, JOSEPH R JR",AB PAC
P80000722,C00495010,2020,325.89,3,O,P80000722,C00495010,"BIDEN, JOSEPH R JR",CONSERVATIVE CAMPAIGN COMMITTEE
P80000722,C00495028,2020,34750.00,2,S,P80000722,C00495028,"BIDEN, JOSEPH R JR",HOUSE MAJORITY PAC
P80000722,C00495861,2020,50826552.68,340,S,P80000722,C00495861,"BIDEN, JOSEPH R JR",PRIORITIES USA ACTION
P80000722,C00499020,2020,204250.00,3,O,P80000722,C00499020,"BIDEN, JOSEPH R JR",FREEDOMWORKS FOR AMERICA
P80000722,C00499020,2020,75000.00,1,S,P80000722,C00499020,"BIDEN, JOSEPH R JR",FREEDOMWORKS FOR AMERICA
P80000722,C00505792,2020,119375.80,3,O,P80000722,C00505792,"BIDEN, JOSEPH R JR",AMERICAN CONSERVATIVE UNION SUPER PAC
P80000722,C00508440,2020,660670.28,16,S,P80000722,C00508440,"BIDEN, JOSEPH R JR",HUMAN RIGHTS CAMPAIGN EQUALITY VOTES
P80000722,C00509463,2020,1006.58,2,S,P80000722,C00509463,"BIDEN, JOSEPH R JR",PROTECTING OUR VOTE PAC
P80000722,C00509893,2020,7047.98,3,O,P80000722,C00509893,"BIDEN, JOSEPH R JR",NATIONAL RIGHT TO LIFE VICTORY FUND
P80000722,C00521013,2020,348595.01,12,S,P80000722,C00521013,"BIDEN, JOSEPH R JR",FLORIDA FREEDOM PAC
P80000722,C00523621,2020,1586333.47,43,S,P80000722,C00523621,"BIDEN, JOSEPH R JR",UNITED WE CAN
P80000722,C00526673,2020,829451.54,24,S,P80000722,C00526673,"BIDEN, JOSEPH R JR",FAIR SHARE ACTION
P80000722,C00528455,2020,18032.38,2,S,P80000722,C00528455,"BIDEN, JOSEPH R JR",INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES FEDERAL SPEECH PAC
P80000722,C00528554,2020,2651399.66,4,O,P80000722,C00528554,"BIDEN, JOSEPH R JR",RJC VICTORY FUND
P80000722,C00530766,2020,3187935.22,50,O,P80000722,C00530766,"BIDEN, JOSEPH R JR",WOMEN SPEAK OUT PAC
P80000722,C00531624,2020,2500.00,1,O,P80000722,C00531624,"BIDEN, JOSEPH R JR",LOCAL VOICES
P80000722,C00531624,2020,137498.70,10,S,P80000722,C00531624,"BIDEN, JOSEPH R JR",LOCAL VOICES
P80000722,C00531814,2020,111378.58,4,S,P80000722,C00531814,"BIDEN, JOSEPH R JR",ENVIRONMENT AMERICA ACTION FUND
P80000722,C00532630,2020,3410000.00,5,O,P80000722,C00532630,"BIDEN, JOSEPH R JR",OUR AMERICAN CENTURY
P80000722,C00532705,2020,54288408.16,115,S,P80000722,C00532705,"BIDEN, JOSEPH R JR",INDEPENDENCE USA PAC
P80000722,C00544387,2020,2190412.35,20,O,P80000722,C00544387,"BIDEN, JOSEPH R JR",AMERICAN PRINCIPLES PROJECT PAC
P80000722,C00544767,2020,4157472.80,34,O,P80000722,C00544767,"BIDEN, JOSEPH R JR",THE COMMITTEE TO DEFEND THE PRESIDENT
P80000722,C00547349,2020,10363901.70,46,S,P80000722,C00547349,"BIDEN, JOSEPH R JR",NEXTGEN CLIMATE ACTION COMMITTEE
P80000722,C00556274,2020,125449.87,17,S,P80000722,C00556274,"BIDEN, JOSEPH R JR",USW WORKS
P80000722,C00559906,2020,841812.08,12,O,P80000722,C00559906,"BIDEN, JOSEPH R JR",AMERICAS PAC
P80000722,C00562777,2020,9118307.75,28,S,P80000722,C00562777,"BIDEN, JOSEPH R JR",LATINO VICTORY FUND
P80000722,C00563254,2020,27467.00,12,S,P80000722,C00563254,"BIDEN, JOSEPH R JR",DEMOCRATIC JEWISH OUTREACH PA
P80000722,C00564013,2020,418607.47,2,S,P80000722,C00564013,"BIDEN, JOSEPH R JR",ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC
P80000722,C00568931,2020,263043.56,7,S,P80000722,C00568931,"BIDEN, JOSEPH R JR",MI PLANNED PARENTHOOD VOTES
P80000722,C00571588,2020,15822575.38,25,O,P80000722,C00571588,"BIDEN, JOSEPH R JR",RESTORATION PAC
P80000722,C00573261,2020,21847.71,4,S,P80000722,C00573261,"BIDEN, JOSEPH R JR",END CITIZENS UNITED
P80000722,C00574533,2020,1809244.32,11,O,P80000722,C00574533,"BIDEN, JOSEPH R JR",FUTURE45
P80000722,C00580068,2020,2131830.25,66,S,P80000722,C00580068,"BIDEN, JOSEPH R JR",PROGRESSIVE TURNOUT PROJECT
P80000722,C00589507,2020,149943.69,25,S,P80000722,C00589507,"BIDEN, JOSEPH R JR","AAPI VICTORY FUND, INC."
P80000722,C00607374,2020,474745.51,13,O,P80000722,C00607374,"BIDEN, JOSEPH R JR",ELBERT GUILLORY'S AMERICA
P80000722,C00608489,2020,490525.66,10,O,P80000722,C00608489,"BIDEN, JOSEPH R JR",GREAT AMERICA PAC
P80000722,C00609388,2020,14141934.59,66,S,P80000722,C00609388,"BIDEN, JOSEPH R JR",BLACK PAC
P80000722,C00612820,2020,1004675.40,15,S,P80000722,C00612820,"BIDEN, JOSEPH R JR",COMMUNITY CHANGE VOTERS
P80000722,C00612846,2020,18.32,1,S,P80000722,C00612846,"BIDEN, JOSEPH R JR",THE DEMOCRATIC COALITION
P80000722,C00620971,2020,4347372.68,358,S,P80000722,C00620971,"BIDEN, JOSEPH R JR",FOR OUR FUTURE
P80000722,C00623595,2020,61365.95,3,S,P80000722,C00623595,"BIDEN, JOSEPH R JR",PA COMMON SENSE
P80000722,C00624056,2020,188641.28,33,S,P80000722,C00624056,"BIDEN, JOSEPH R JR",EDUCATORS FOR OHIO
P80000722,C00625533,2020,1675518.51,17,S,P80000722,C00625533,"BIDEN, JOSEPH R JR",NEW AMERICAN JOBS FUND
P80000722,C00625970,2020,26028.94,5,S,P80000722,C00625970,"BIDEN, JOSEPH R JR",BOLD FUTURE PAC
P80000722,C00626861,2020,915546.76,11,S,P80000722,C00626861,"BIDEN, JOSEPH R JR",WFP IE COMMITTEE
P80000722,C00627141,2020,662640.04,40,S,P80000722,C00627141,"BIDEN, JOSEPH R JR",UNITED FOR PROGRESS PAC
P80000722,C00627240,2020,84115.06,2,S,P80000722,C00627240,"BIDEN, JOSEPH R JR",WORKING MICHIGAN (SUPERPAC)
P80000722,C00627372,2020,2504481.50,218,S,P80000722,C00627372,"BIDEN, JOSEPH R JR",UNITE HERE PAC
P80000722,C00629477,2020,312938.33,4,S,P80000722,C00629477,"BIDEN, JOSEPH R JR",ULTRAVIOLET PAC
P80000722,C00630665,2020,160000.00,4,S,P80000722,C00630665,"BIDEN, JOSEPH R JR",JUSTICE DEMOCRATS PAC
P80000722,C00631317,2020,1000.00,1,S,P80000722,C00631317,"BIDEN, JOSEPH R JR",BLUE RISING
P80000722,C00632562,2020,235000.00,3,S,P80000722,C00632562,"BIDEN, JOSEPH R JR",INTEGRITY FIRST PAC
P80000722,C00635243,2020,48803.14,4,O,P80000722,C00635243,"BIDEN, JOSEPH R JR",STARS AND STRIPES FOREVER PAC
P80000722,C00636027,2020,5839.93,1,S,P80000722,C00636027,"BIDEN, JOSEPH R JR",TECH FOR CAMPAIGNS
P80000722,C00637512,2020,133775069.12,294,O,P80000722,C00637512,"BIDEN, JOSEPH R JR","AMERICA FIRST ACTION, INC."
P80000722,C00640300,2020,668.49,2,S,P80000722,C00640300,"BIDEN, JOSEPH R JR",FLIP THE WEST
P80000722,C00646877,2020,4063200.01,105,S,P80000722,C00646877,"BIDEN, JOSEPH R JR",PACRONYM
P80000722,C00648808,2020,99107.10,18,S,P80000722,C00648808,"BIDEN, JOSEPH R JR",VETERANS FOR RESPONSIBLE LEADERSHIP
P80000722,C00650168,2020,357732.05,61,O,P80000722,C00650168,"BIDEN, JOSEPH R JR",COALITION FOR AMERICAN VETERANS POLITICAL ACTION COMMITTEE
P80000722,C00654814,2020,5830.00,3,O,P80000722,C00654814,"BIDEN, JOSEPH R JR","PATRIOTS, LIBERTY, AND PROSPERITY PAC"
P80000722,C00660746,2020,9000.00,9,S,P80000722,C00660746,"BIDEN, JOSEPH R JR",BLUE UPRISING
P80000722,C00662072,2020,16459.10,3,O,P80000722,C00662072,"BIDEN, JOSEPH R JR",DRAIN THE DC SWAMP PAC
P80000722,C00668517,2020,664619.18,58,O,P80000722,C00668517,"BIDEN, JOSEPH R JR",BLACK AMERICANS TO RE-ELECT THE PRESIDENT
P80000722,C00668517,2020,76731.03,6,S,P80000722,C00668517,"BIDEN, JOSEPH R JR",BLACK AMERICANS TO RE-ELECT THE PRESIDENT
P80000722,C00669259,2020,74018835.92,19,S,P80000722,C00669259,"BIDEN, JOSEPH R JR",FF PAC
P80000722,C00672394,2020,5107946.64,120,S,P80000722,C00672394,"BIDEN, JOSEPH R JR",WIN JUSTICE
P80000722,C00674697,2020,1518.81,4,S,P80000722,C00674697,"BIDEN, JOSEPH R JR",SUNRISE PAC
P80000722,C00678839,2020,842756.47,63,S,P80000722,C00678839,"BIDEN, JOSEPH R JR",INDIVISIBLE ACTION
P80000722,C00678995,2020,1066709.10,5,S,P80000722,C00678995,"BIDEN, JOSEPH R JR",BE A HERO PAC
P80000722,C00680314,2020,56.00,1,O,P80000722,C00680314,"BIDEN, JOSEPH R JR",C3 PAC
P80000722,C00681825,2020,73500.00,3,O,P80000722,C00681825,"BIDEN, JOSEPH R JR",LAW ENFORCEMENT FOR A SAFER AMERICA PAC
P80000722,C00682815,2020,1275.96,3,S,P80000722,C00682815,"BIDEN, JOSEPH R JR",SUPERFANNYPAC
P80000722,C00684258,2020,478974.83,40,S,P80000722,C00684258,"BIDEN, JOSEPH R JR",UNIDOSUS ACTION PAC
P80000722,C00684332,2020,39623.24,3,S,P80000722,C00684332,"BIDEN, JOSEPH R JR",LIUNA MINNESOTA & NORTH DAKOTA/LABORERS' DISTRICT COUNCIL OF MINNESOTA & NORTH DAKOTA
P80000722,C00684530,2020,67810.44,16,S,P80000722,C00684530,"BIDEN, JOSEPH R JR",PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND
P80000722,C00684969,2020,291302.62,41,S,P80000722,C00684969,"BIDEN, JOSEPH R JR",JDCA PAC
P80000722,C00685628,2020,4367.62,2,S,P80000722,C00685628,"BIDEN, JOSEPH R JR",VOTE TRIPLING PAC
P80000722,C00685693,2020,439513.35,240,S,P80000722,C00685693,"BIDEN, JOSEPH R JR",CASA IN ACTION PAC
P80000722,C00686352,2020,174426.00,9,S,P80000722,C00686352,"BIDEN, JOSEPH R JR",DEMOCRATIC FRONTLINE
P80000722,C00686410,2020,2000.00,1,S,P80000722,C00686410,"BIDEN, JOSEPH R JR",ROSEDALE HUDDLE
P80000722,C00686832,2020,52457.28,20,S,P80000722,C00686832,"BIDEN, JOSEPH R JR",WAY TO LEAD PAC
P80000722,C00687491,2020,84.00,1,S,P80000722,C00687491,"BIDEN, JOSEPH R JR",PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND
P80000722,C00687830,2020,1293893.59,9,S,P80000722,C00687830,"BIDEN, JOSEPH R JR",POR NUESTRAS FAMILIAS
P80000722,C00688200,2020,220000.00,5,S,P80000722,C00688200,"BIDEN, JOSEPH R JR",HIGHER HIEGHTS POLITICAL FUND
P80000722,C00688432,2020,27.81,3,S,P80000722,C00688432,"BIDEN, JOSEPH R JR",PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC
P80000722,C00688655,2020,4077398.99,24,S,P80000722,C00688655,"BIDEN, JOSEPH R JR",EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND)
P80000722,C00690776,2020,26972.60,9,S,P80000722,C00690776,"BIDEN, JOSEPH R JR",MICHIGAN LIBERATION ACTION FUND
P80000722,C00690867,2020,4454.31,2,S,P80000722,C00690867,"BIDEN, JOSEPH R JR",LEFT OF CENTER PAC
P80000722,C00692467,2020,63885.14,13,O,P80000722,C00692467,"BIDEN, JOSEPH R JR",FOUR MORE YEARS PAC
P80000722,C00693606,2020,419579.15,2,O,P80000722,C00693606,"BIDEN, JOSEPH R JR",GEORGIA ACTION FUND
P80000722,C00695528,2020,900000.00,1,S,P80000722,C00695528,"BIDEN, JOSEPH R JR",AMERICA'S FUTURE MAJORITY FUND
P80000722,C00701888,2020,37522948.96,162,S,P80000722,C00701888,"BIDEN, JOSEPH R JR",UNITE THE COUNTRY
P80000722,C00707844,2020,87035.75,9,S,P80000722,C00707844,"BIDEN, JOSEPH R JR",EDF ACTION VOTES
P80000722,C00708453,2020,47034.00,9,O,P80000722,C00708453,"BIDEN, JOSEPH R JR",AMERICAN VETERAN SOCIETY
P80000722,C00709691,2020,158092.09,18,O,P80000722,C00709691,"BIDEN, JOSEPH R JR","NEW JOURNEY PAC, INC."
P80000722,C00710848,2020,255188.50,5,S,P80000722,C00710848,"BIDEN, JOSEPH R JR",DMFI PAC
P80000722,C00718353,2020,820859.85,22,S,P80000722,C00718353,"BIDEN, JOSEPH R JR",MILLIONS OF MICHIGANIANS
P80000722,C00720029,2020,811.32,4,S,P80000722,C00720029,"BIDEN, JOSEPH R JR",EVERYDAY PEOPLE
P80000722,C00721779,2020,31500.00,2,S,P80000722,C00721779,"BIDEN, JOSEPH R JR",DEFENDERS PAC
P80000722,C00723098,2020,412897.35,8,S,P80000722,C00723098,"BIDEN, JOSEPH R JR",SUPERMAJORITY PAC
P80000722,C00724203,2020,3512576.74,44,S,P80000722,C00724203,"BIDEN, JOSEPH R JR",SOMOS PAC
P80000722,C00724559,2020,21311.56,5,S,P80000722,C00724559,"BIDEN, JOSEPH R JR",RED WINE AND BLUE PAC
P80000722,C00725820,2020,2252019.86,39,S,P80000722,C00725820,"BIDEN, JOSEPH R JR",THE LINCOLN PROJECT
P80000722,C00727008,2020,662.50,3,S,P80000722,C00727008,"BIDEN, JOSEPH R JR",REBELLION PAC
P80000722,C00727230,2020,72442.49,1,O,P80000722,C00727230,"BIDEN, JOSEPH R JR",TAKE BACK THE WEST PAC
P80000722,C00727719,2020,4017.86,1,S,P80000722,C00727719,"BIDEN, JOSEPH R JR",TRANSPORT WORKERS UNION VOICE
P80000722,C00728352,2020,1609.93,3,O,P80000722,C00728352,"BIDEN, JOSEPH R JR",DREAM DEFENDERS FIGHT PAC
P80000722,C00728352,2020,35268.63,19,S,P80000722,C00728352,"BIDEN, JOSEPH R JR",DREAM DEFENDERS FIGHT PAC
P80000722,C00731372,2020,145958.80,41,S,P80000722,C00731372,"BIDEN, JOSEPH R JR",VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION
P80000722,C00733915,2020,18314.39,2,S,P80000722,C00733915,"BIDEN, JOSEPH R JR",MICHIGAN PEOPLES CHOICE
P80000722,C00736009,2020,445416.86,6,S,P80000722,C00736009,"BIDEN, JOSEPH R JR",POPULAR DEMOCRACY PAC
P80000722,C00738237,2020,843620.09,18,S,P80000722,C00738237,"BIDEN, JOSEPH R JR",PEOPLE'S ACTION POWER
P80000722,C00738815,2020,404223.16,17,S,P80000722,C00738815,"BIDEN, JOSEPH R JR",TAKEACTION MN FEDERAL FUND
P80000722,C00739557,2020,30148.15,2,S,P80000722,C00739557,"BIDEN, JOSEPH R JR",ASIAN AMERICAN ADVOCACY FUND PAC
P80000722,C00741710,2020,11216240.76,10,O,P80000722,C00741710,"BIDEN, JOSEPH R JR","NRA VICTORY FUND, INC."
P80000722,C00741710,2020,468197.62,1,S,P80000722,C00741710,"BIDEN, JOSEPH R JR","NRA VICTORY FUND, INC."
P80000722,C00742080,2020,1188.64,1,S,P80000722,C00742080,"BIDEN, JOSEPH R JR","PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY"
P80000722,C00742205,2020,16340.00,1,S,P80000722,C00742205,"BIDEN, JOSEPH R JR",SURJ PAC
P80000722,C00742635,2020,4887.34,13,O,P80000722,C00742635,"BIDEN, JOSEPH R JR",GUN RIGHTS AMERICA
P80000722,C00742775,2020,153873.71,35,S,P80000722,C00742775,"BIDEN, JOSEPH R JR",VOTE VALUES
P80000722,C00742932,2020,3700.00,2,S,P80000722,C00742932,"BIDEN, JOSEPH R JR",WIN THE WEST
P80000722,C00743021,2020,119728.61,8,S,P80000722,C00743021,"BIDEN, JOSEPH R JR",PA STANDS UP POLITICAL ACTION
P80000722,C00743989,2020,50069.07,8,O,P80000722,C00743989,"BIDEN, JOSEPH R JR","GOD, GUNS, LIFE PAC"
P80000722,C00744185,2020,2523827.36,15,S,P80000722,C00744185,"BIDEN, JOSEPH R JR",NUESTRO PAC
P80000722,C00744789,2020,470543.25,7,S,P80000722,C00744789,"BIDEN, JOSEPH R JR",AMERICA'S PROGRESSIVE PROMISE PAC
P80000722,C00744920,2020,4223193.35,26,S,P80000722,C00744920,"BIDEN, JOSEPH R JR",FAMILY FRIENDLY ACTION PAC
P80000722,C00745588,2020,119273.03,25,S,P80000722,C00745588,"BIDEN, JOSEPH R JR",PEOPLE FOR GOVERNMENT PAC
P80000722,C00745745,2020,2809675.53,47,S,P80000722,C00745745,"BIDEN, JOSEPH R JR",UNION 2020
P80000722,C00746073,2020,252562.78,5,S,P80000722,C00746073,"BIDEN, JOSEPH R JR",MEIDASTOUCH
P80000722,C00746107,2020,582582.00,8,S,P80000722,C00746107,"BIDEN, JOSEPH R JR",PROGRESSNOW AZ - FEDERAL
P80000722,C00747998,2020,20773.61,2,S,P80000722,C00747998,"BIDEN, JOSEPH R JR",CARE IN ACTION PAC
P80000722,C00748228,2020,191357.56,6,S,P80000722,C00748228,"BIDEN, JOSEPH R JR",MARCH ON PAC
P80000722,C00748301,2020,45950.66,4,S,P80000722,C00748301,"BIDEN, JOSEPH R JR",BLOC PAC
P80000722,C00748582,2020,66027.30,32,S,P80000722,C00748582,"BIDEN, JOSEPH R JR",REALLY AMERICAN PAC
P80000722,C00748772,2020,5139.85,3,S,P80000722,C00748772,"BIDEN, JOSEPH R JR",GENERATION ACTION FUND
P80000722,C00749952,2020,178.78,9,S,P80000722,C00749952,"BIDEN, JOSEPH R JR",BEST DAYS AHEAD
P80000722,C00750497,2020,276723.50,31,S,P80000722,C00750497,"BIDEN, JOSEPH R JR",NEW AMERICAN VOICES
P80000722,C00750786,2020,6862.50,3,S,P80000722,C00750786,"BIDEN, JOSEPH R JR",IMMIGRANT POWER PAC
P80000722,C00750927,2020,242.28,3,S,P80000722,C00750927,"BIDEN, JOSEPH R JR",GOTV PINELLAS
P80000722,C00751420,2020,5668415.40,38,S,P80000722,C00751420,"BIDEN, JOSEPH R JR",REPUBLICAN VOTERS AGAINST TRUMP INC
P80000722,C00752089,2020,39095.47,23,S,P80000722,C00752089,"BIDEN, JOSEPH R JR",ARIZONA REPUBLICANS WHO BELIEVE IN TREATING OTHERS WITH RESPECT
P80000722,C00752154,2020,1323.42,1,S,P80000722,C00752154,"BIDEN, JOSEPH R JR",WNY DEMOCRATIC UNITY FUND
P80000722,C00752501,2020,2778.00,1,S,P80000722,C00752501,"BIDEN, JOSEPH R JR",NO STONE UNTURNED PAC
P80000722,C00752576,2020,135906.60,7,S,P80000722,C00752576,"BIDEN, JOSEPH R JR",OUR VOICE OUR VOTE ARIZONA PAC
P80000722,C00752691,2020,1039492.37,66,S,P80000722,C00752691,"BIDEN, JOSEPH R JR",ONE FOR ALL COMMITTEE
P80000722,C00753293,2020,70534.37,8,S,P80000722,C00753293,"BIDEN, JOSEPH R JR",BLUE TEXAS PAC
P80000722,C00753459,2020,36662.94,28,S,P80000722,C00753459,"BIDEN, JOSEPH R JR",JEWISH UNITY PAC
P80000722,C00753632,2020,5524.77,6,S,P80000722,C00753632,"BIDEN, JOSEPH R JR",FACTPAC
P80000722,C00753640,2020,30140.84,5,S,P80000722,C00753640,"BIDEN, JOSEPH R JR",MICHIGAN ACTION - FEDERAL ACCOUNT
P80000722,C00753699,2020,37442.64,21,S,P80000722,C00753699,"BIDEN, JOSEPH R JR",NEW MORAL MAJORITY
P80000722,C00753921,2020,36687.05,7,O,P80000722,C00753921,"BIDEN, JOSEPH R JR","INDEPENDENTS FOR PROSPERITY, INC."
P80000722,C00753988,2020,17907.72,20,S,P80000722,C00753988,"BIDEN, JOSEPH R JR",CHINESE PROGRESSIVE POLITICAL ACTION IE PAC
P80000722,C00754051,2020,3632343.46,126,S,P80000722,C00754051,"BIDEN, JOSEPH R JR",TAKE BACK 2020
P80000722,C00754150,2020,331.80,3,S,P80000722,C00754150,"BIDEN, JOSEPH R JR",THE SHADOW PROJECTOR
P80000722,C00754168,2020,1779139.68,11,O,P80000722,C00754168,"BIDEN, JOSEPH R JR",MOMS FOR SAFE NEIGHBORHOODS
P80000722,C00754242,2020,2199.35,3,S,P80000722,C00754242,"BIDEN, JOSEPH R JR",TSB VICTORY
P80000722,C00754671,2020,26266.81,34,S,P80000722,C00754671,"BIDEN, JOSEPH R JR",UNITED WE DREAM ACTION PAC
P80000722,C00754754,2020,75242.55,18,S,P80000722,C00754754,"BIDEN, JOSEPH R JR",RURALVOTE.ORG
P80000722,C00755363,2020,37731.97,2,S,P80000722,C00755363,"BIDEN, JOSEPH R JR",VOTE FOR EQUALITY
P80000722,C00755942,2020,440486.30,24,S,P80000722,C00755942,"BIDEN, JOSEPH R JR",DEMOCRACY PRESERVATION INITIATIVE
P80000722,C00755959,2020,3500.00,1,S,P80000722,C00755959,"BIDEN, JOSEPH R JR",PROGRESSIVE BILLBOARDS ACTION COMMITTEE
P80000722,C00756056,2020,9814.81,3,S,P80000722,C00756056,"BIDEN, JOSEPH R JR",PROTECT THE VOTE
P80000722,C00756569,2020,814356.97,2721,S,P80000722,C00756569,"BIDEN, JOSEPH R JR",WORKER POWER PAC
P80000722,C00756635,2020,439242.66,10,S,P80000722,C00756635,"BIDEN, JOSEPH R JR",AMERICANS FOR DECENCY AND DEMOCRACY
P80000722,C00756882,2020,102983483.91,26,O,P80000722,C00756882,"BIDEN, JOSEPH R JR",PRESERVE AMERICA PAC
P80000722,C00756940,2020,768231.86,13,S,P80000722,C00756940,"BIDEN, JOSEPH R JR",TEXAS ORGANIZING PROJECT POLITICAL ACTION COMMITTEE
P80000722,C00756973,2020,2247.00,1,S,P80000722,C00756973,"BIDEN, JOSEPH R JR",E PLURIBUS PAC
P80000722,C00756999,2020,3833.34,1,S,P80000722,C00756999,"BIDEN, JOSEPH R JR",GBP
P80000722,C00757187,2020,55486.31,28,S,P80000722,C00757187,"BIDEN, JOSEPH R JR",THE LAST DRAW
P80000722,C00757393,2020,4564.72,8,S,P80000722,C00757393,"BIDEN, JOSEPH R JR",CITIZENS FOR VOTING EQUITY
P80000722,C00757500,2020,3511.61,2,S,P80000722,C00757500,"BIDEN, JOSEPH R JR",ERNIE AND DEBBIE
P80000722,C00757542,2020,3389.02,6,S,P80000722,C00757542,"BIDEN, JOSEPH R JR",OUR CITY OUR FUTURE PAC
P80000722,C00757864,2020,34038.45,16,S,P80000722,C00757864,"BIDEN, JOSEPH R JR",JEWS DEFENDING AMERICAN VALUES
P80000722,C00757963,2020,55850.26,18,S,P80000722,C00757963,"BIDEN, JOSEPH R JR",SWPA MOVING FORWARD
P80000722,C00758011,2020,731065.59,47,S,P80000722,C00758011,"BIDEN, JOSEPH R JR",VOTAR ES PODER PAC
P80000722,C00758136,2020,2000.00,1,O,P80000722,C00758136,"BIDEN, JOSEPH R JR",REPUBLICAN PARTY-EAU CLAIRE COUNTY
P80000722,C00759134,2020,12700.03,28,S,P80000722,C00759134,"BIDEN, JOSEPH R JR",UNIDOS WE WIN PAC
P80000722,C00759159,2020,325288.62,6,S,P80000722,C00759159,"BIDEN, JOSEPH R JR",THE FUTURE WE NEED
P80000722,C00759597,2020,42122.94,68,S,P80000722,C00759597,"BIDEN, JOSEPH R JR",WORKING PEOPLE RISING
P80000722,C00759670,2020,115.53,2,S,P80000722,C00759670,"BIDEN, JOSEPH R JR",FRANKLIN COUNTY DEMOCRATIC EXECUTIVE COMMITTEE
P80000722,C00759878,2020,91015.00,10,S,P80000722,C00759878,"BIDEN, JOSEPH R JR",FAITH VOTERS
P80000722,C00760041,2020,1637.97,1,S,P80000722,C00760041,"BIDEN, JOSEPH R JR",INDIVISIBLE OC 48 ACTION
P80000722,C00760132,2020,8066.11,1,S,P80000722,C00760132,"BIDEN, JOSEPH R JR",NYIC POLITICAL ACTION FUND
P80000722,C00760488,2020,111650.95,2,S,P80000722,C00760488,"BIDEN, JOSEPH R JR",WOMEN'S MARCH WIN
P80000722,C00760504,2020,3519170.00,11,S,P80000722,C00760504,"BIDEN, JOSEPH R JR",SOMOS VOTANTES
P80000722,C00760678,2020,152250.00,6,S,P80000722,C00760678,"BIDEN, JOSEPH R JR",BLACK VOTE PA
P80000722,C00760801,2020,209806.40,6,S,P80000722,C00760801,"BIDEN, JOSEPH R JR",THE TURNOUT PROJECT
P80000722,C00761023,2020,2164.00,5,S,P80000722,C00761023,"BIDEN, JOSEPH R JR",BLUE SUMMIT COUNTY
P80000722,C00761064,2020,10000.00,1,S,P80000722,C00761064,"BIDEN, JOSEPH R JR",API PA VOTES
P80000722,C00761585,2020,34687.57,11,S,P80000722,C00761585,"BIDEN, JOSEPH R JR",ARTISTS FOR THE FUTURE PAC
P80000722,C90004185,2020,50000.00,1,S,P80000722,C90004185,"BIDEN, JOSEPH R JR",NARAL PRO-CHOICE AMERICA
P80000722,C90009317,2020,542482.67,6,S,P80000722,C90009317,"BIDEN, JOSEPH R JR",CENTER FOR VOTER INFORMATION (CVI)
P80000722,C90010620,2020,24800.00,1,S,P80000722,C90010620,"BIDEN, JOSEPH R JR",VOTEVETS.ORG ACTION FUND
P80000722,C90011156,2020,4132937.73,98,S,P80000722,C90011156,"BIDEN, JOSEPH R JR",WORKING AMERICA
P80000722,C90011172,2020,1881158.47,20,S,P80000722,C90011172,"BIDEN, JOSEPH R JR",AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO
P80000722,C90011800,2020,350536.01,9,O,P80000722,C90011800,"BIDEN, JOSEPH R JR",CATHOLICVOTE.ORG
P80000722,C90011974,2020,101061.97,1,S,P80000722,C90011974,"BIDEN, JOSEPH R JR",CITIZEN ACTION OF WISCONSIN
P80000722,C90013376,2020,1009.55,1,S,P80000722,C90013376,"BIDEN, JOSEPH R JR",UNITE HERE TIP STATE & LOCAL FUND
P80000722,C90013517,2020,2485.84,2,S,P80000722,C90013517,"BIDEN, JOSEPH R JR",PAGE COMMUNICATIONS L.L.C.
